Target Name,Genotype,Experiment,avgCT,dCT,Line,Cell_type,Treatment,mean_dCT,sd_dCT,se,ddCT,FC,log2FC
MS4A14,CC,10_22,32.0535,3.189,3182,iMGL,Basal,2.9372999999999996,0.47604078081609763,0.21289190919337442,0.2517000000000005,0.8399061283557457,-0.2517000000000004
MS4A4A,CC,10_22,27.9735,-0.8909999999999982,3182,iMGL,Basal,-1.8485714285714294,0.5408711667741392,0.20443008551567335,0.9575714285714312,0.5149229836053039,-0.9575714285714312
MS4A6A,CC,10_22,24.465,-4.3995,3182,iMGL,Basal,-4.712642857142857,0.3455432575773149,0.1306030752521015,0.31314285714285717,0.804886432994727,-0.3131428571428571
MS4A7,CC,10_22,26.653,-2.211500000000001,3182,iMGL,Basal,-2.7360714285714294,0.36418509814967154,0.1376490286999543,0.5245714285714285,0.6951655872798984,-0.5245714285714284
TBP,CC,10_22,28.8645,0,3182,iMGL,Basal,0,0,0,0,1,0
TREM2,CC,10_22,25.9525,-2.911999999999999,3182,iMGL,Basal,-4.227625000000001,0.9018186601713983,0.45090933008569917,1.3156250000000016,0.40175141212976173,-1.3156250000000016
TYROBP,CC,10_22,22.3895,-6.475000000000001,3182,iMGL,Basal,-7.080000000000001,0.44186932457458483,0.22093466228729242,0.6049999999999995,0.6574713801025356,-0.6049999999999996
ADAM10,TT,10_22,26.3425,-2.6774999999999984,3182,iMGL,Basal,-2.4618333333333324,0.29473731242130513,0.17016666666666735,-0.215666666666666,1.1612403974252223,0.21566666666666606
ADAM17,TT,10_22,28.525,-0.495000000000001,3182,iMGL,Basal,-0.9007500000000013,0.38980026936881434,0.19490013468440717,0.4057500000000003,0.7548437773866062,-0.40575000000000033
CD33,TT,10_22,27.175,-1.8449999999999989,3182,iMGL,Basal,-2.1472500000000014,0.4686218269208856,0.2343109134604428,0.30225000000000257,0.8109866101294871,-0.3022500000000025
CLEC7A,TT,10_22,25.064,-3.955999999999999,3182,iMGL,Basal,-4.053625,0.1770439564063124,0.0885219782031562,0.09762500000000118,0.9345702383365527,-0.09762500000000124
GAPDH,TT,10_22,22.9005,-6.119499999999999,3182,iMGL,Basal,-6.678999999999999,0.23721017403700725,0.11860508701850363,0.5595000000000008,0.6785372860812584,-0.5595000000000007
MS4A14,TT,10_22,31.84,2.8200000000000003,3182,iMGL,Basal,2.9372999999999996,0.47604078081609763,0.21289190919337442,-0.1172999999999993,1.084702943029004,0.11729999999999927
MS4A4A,TT,10_22,26.590000000000003,-2.429999999999996,3182,iMGL,Basal,-1.8485714285714294,0.5408711667741392,0.20443008551567335,-0.5814285714285667,1.496330196799034,0.5814285714285667
MS4A6A,TT,10_22,23.842,-5.178000000000001,3182,iMGL,Basal,-4.712642857142857,0.3455432575773149,0.1306030752521015,-0.4653571428571439,1.3806590967952497,0.46535714285714386
MS4A7,TT,10_22,25.126,-3.894000000000002,3182,iMGL,Basal,-2.7360714285714294,0.36418509814967154,0.1376490286999543,-1.1579285714285725,2.231368165732671,1.1579285714285725
TBP,TT,10_22,29.02,0,3182,iMGL,Basal,0,0,0,0,1,0
TREM2,TT,10_22,24.5165,-4.503499999999999,3182,iMGL,Basal,-4.227625000000001,0.9018186601713983,0.45090933008569917,-0.2758749999999983,1.210728177803047,0.27587499999999826
TYROBP,TT,10_22,21.6665,-7.3535,3182,iMGL,Basal,-7.080000000000001,0.44186932457458483,0.22093466228729242,-0.2734999999999994,1.2087366870190028,0.2734999999999995
ADAM10,CC,10_22,26.9045,-1.9235000000000009,3182,iMGL,IFNg,-1.984,0.08555992052357114,0.060499999999999214,0.06049999999999911,0.958931721318916,-0.0604999999999991
ADAM17,CC,10_22,27.8975,-0.9304999999999986,3182,iMGL,IFNg,-0.7407499999999985,0.26834702346029493,0.18975000000000009,-0.18975000000000009,1.1405660537067048,0.18975000000000017
CD33,CC,10_22,27.5715,-1.256499999999999,3182,iMGL,IFNg,-1.7142499999999998,0.6473562581762854,0.45775000000000077,0.45775000000000077,0.7281209373117535,-0.4577500000000009
CLEC7A,CC,10_22,24.968,-3.859999999999999,3182,iMGL,IFNg,-3.9487500000000004,0.12551145366061392,0.08875000000000122,0.08875000000000144,0.9403371364002894,-0.0887500000000015
GAPDH,CC,10_22,22.3605,-6.467499999999998,3182,iMGL,IFNg,-6.329999999999998,0.19445436482629957,0.1374999999999993,-0.1374999999999993,1.099997313278215,0.13749999999999937
MS4A14,CC,10_22,31.1545,2.3264999999999993,3182,iMGL,IFNg,2.6255000000000006,0.4228498551495572,0.2990000000000012,-0.29900000000000126,1.2302913447511454,0.29900000000000126
MS4A4A,CC,10_22,29.609,0.7810000000000024,3182,iMGL,IFNg,0.598250000000002,0.2584475285236837,0.18275000000000038,0.1827500000000004,0.8810220303840332,-0.18275000000000038
MS4A6A,CC,10_22,24.404,-4.4239999999999995,3182,iMGL,IFNg,-4.4055,0.026162950903901576,0.018499999999999517,-0.018499999999999517,1.0129057929230831,0.018499999999999503
MS4A7,CC,10_22,26.118,-2.7099999999999973,3182,iMGL,IFNg,-2.5837499999999984,0.17854446224960163,0.12624999999999884,-0.12624999999999886,1.0914529950601943,0.12624999999999892
TBP,CC,10_22,28.828,0,3182,iMGL,IFNg,0,0,0,0,1,0
TREM2,CC,10_22,28.7805,-0.04749999999999943,3182,iMGL,IFNg,-0.7467499999999987,0.9888888334893856,0.69924999999999915,0.6992499999999993,0.6158923014721671,-0.69924999999999915
TYROBP,CC,10_22,22.293,-6.535,3182,iMGL,IFNg,-6.895999999999999,0.5105310960166857,0.3609999999999988,0.3609999999999989,0.7786246910616625,-0.360999999999999
ADAM10,TT,10_22,26.659,-2.5105000000000004,3182,iMGL,IFNg,-1.984,0.08555992052357114,0.060499999999999214,-0.5265000000000004,1.4404304471689093,0.5265000000000005
ADAM17,TT,10_22,28.052,-1.1174999999999995,3182,iMGL,IFNg,-0.7407499999999985,0.26834702346029493,0.18975000000000009,-0.37675000000000103,1.29841358530521,0.3767500000000011
CD33,TT,10_22,27.2955,-1.8739999999999988,3182,iMGL,IFNg,-1.7142499999999998,0.6473562581762854,0.45775000000000077,-0.15974999999999895,1.1170935437389666,0.15974999999999884
CLEC7A,TT,10_22,25.125,-4.044499999999999,3182,iMGL,IFNg,-3.9487500000000004,0.12551145366061392,0.08875000000000122,-0.09574999999999889,1.0686207972924575,0.09574999999999886
GAPDH,TT,10_22,23.169,-6.000499999999999,3182,iMGL,IFNg,-6.329999999999998,0.19445436482629957,0.1374999999999993,0.32949999999999946,0.7958122434730502,-0.3294999999999994
MS4A4A,TT,10_22,28.01,-1.1595000000000013,3182,iMGL,IFNg,0.598250000000002,0.2584475285236837,0.18275000000000038,-1.7577500000000033,3.3817030942424045,1.7577500000000033
MS4A6A,TT,10_22,24.036499999999997,-5.133000000000003,3182,iMGL,IFNg,-4.4055,0.026162950903901576,0.018499999999999517,-0.7275000000000027,1.6557673779729498,0.7275000000000027
MS4A7,TT,10_22,25.0515,-4.1179999999999986,3182,iMGL,IFNg,-2.5837499999999984,0.17854446224960163,0.12624999999999884,-1.5342500000000001,2.896378205371676,1.5342500000000001
TBP,TT,10_22,29.1695,0,3182,iMGL,IFNg,0,0,0,0,1,0
TREM2,TT,10_22,28.7875,-0.3819999999999979,3182,iMGL,IFNg,-0.7467499999999987,0.9888888334893856,0.69924999999999915,0.3647500000000008,0.7766034384626129,-0.3647500000000008
TYROBP,TT,10_22,21.801499999999997,-7.368000000000002,3182,iMGL,IFNg,-6.895999999999999,0.5105310960166857,0.3609999999999988,-0.4720000000000031,1.387030969131388,0.472000000000003
ADAM10,CC,10_22,26.0705,-2.4090000000000025,3182,iMGL,LPS,-2.6222499999999993,0.301581042176058,0.2132499999999968,0.21324999999999683,0.8625918558126129,-0.21324999999999678
ADAM17,CC,10_22,28.2205,-0.25900000000000034,3182,iMGL,LPS,-0.5232499999999991,0.3737059338570886,0.26424999999999876,0.26424999999999876,0.8326314743388472,-0.2642499999999988
CD33,CC,10_22,27.086,-1.393500000000003,3182,iMGL,LPS,-1.891750000000002,0.7046319074523931,0.4982499999999989,0.49824999999999897,0.7079650274864763,-0.4982499999999989
CLEC7A,CC,10_22,24.880000000000003,-3.599499999999999,3182,iMGL,LPS,-3.805249999999999,0.2909744404582644,0.20575000000000007,0.2057500000000001,0.8670878053637429,-0.20575000000000004
GAPDH,CC,10_22,21.759,-6.720500000000001,3182,iMGL,LPS,-6.691750000000001,0.040658639918227185,0.028750000000000494,-0.028750000000000497,1.0201278692421198,0.028750000000000626
MS4A14,CC,10_22,32.0685,3.588999999999998,3182,iMGL,LPS,3.282499999999999,0.433456456867353,0.30649999999999955,0.30649999999999933,0.8086010600218009,-0.3064999999999994
MS4A4A,CC,10_22,28.423,-0.05649999999999977,3182,iMGL,LPS,-0.8227499999999992,1.0836411421683834,0.7662499999999994,0.7662499999999994,0.5879437334322043,-0.7662499999999994
MS4A6A,CC,10_22,25.0855,-3.394000000000002,3182,iMGL,LPS,-3.869250000000001,0.6721049955178121,0.47524999999999906,0.47524999999999906,0.719342126712724,-0.47524999999999895
MS4A7,CC,10_22,26.3065,-2.173000000000002,3182,iMGL,LPS,-2.3840000000000003,0.29839906166072094,0.2109999999999985,0.21099999999999852,0.8639381874002781,-0.21099999999999858
TBP,CC,10_22,28.4795,0,3182,iMGL,LPS,0,0,0,0,1,0
TREM2,CC,10_22,27.3375,-1.142000000000003,3182,iMGL,LPS,-2.7590000000000003,2.286783330357291,1.6169999999999973,1.6169999999999973,0.32601268381464066,-1.6169999999999973
TYROBP,CC,10_22,22.963,-5.516500000000001,3182,iMGL,LPS,-6.31025,1.122532015133643,0.7937499999999992,0.7937499999999993,0.576842753101689,-0.7937499999999994
ADAM10,TT,10_22,26.0565,-2.8455000000000013,3182,iMGL,LPS,-2.6222499999999993,0.301581042176058,0.2132499999999968,-0.22325000000000195,1.1673603724302617,0.2232500000000019
ADAM17,TT,10_22,28.257,-0.6449999999999996,3182,iMGL,LPS,-0.5232499999999991,0.3737059338570886,0.26424999999999876,-0.12175000000000047,1.0880538799638504,0.12175000000000043
CD33,TT,10_22,26.79,-2.112000000000002,3182,iMGL,LPS,-1.891750000000002,0.7046319074523931,0.4982499999999989,-0.22024999999999983,1.1649354369073495,0.22024999999999986
CLEC7A,TT,10_22,25.0105,-3.8915000000000006,3182,iMGL,LPS,-3.805249999999999,0.2909744404582644,0.20575000000000007,-0.08625000000000149,1.0616071555132567,0.08625000000000142
GAPDH,TT,10_22,22.61,-6.292000000000002,3182,iMGL,LPS,-6.691750000000001,0.040658639918227185,0.028750000000000494,0.39974999999999916,0.7579896214675353,-0.39974999999999916
MS4A14,TT,10_22,31.4195,2.5174999999999983,3182,iMGL,LPS,3.282499999999999,0.433456456867353,0.30649999999999955,-0.7650000000000006,1.6993699982773012,0.7650000000000006
MS4A4A,TT,10_22,25.9845,-2.9175000000000004,3182,iMGL,LPS,-0.8227499999999992,1.0836411421683834,0.7662499999999994,-2.0947500000000012,4.2715213698058685,2.0947500000000012
MS4A6A,TT,10_22,23.592,-5.310000000000002,3182,iMGL,LPS,-3.869250000000001,0.6721049955178121,0.47524999999999906,-1.4407500000000013,2.7146195112848037,1.4407500000000013
MS4A7,TT,10_22,24.5855,-4.316500000000001,3182,iMGL,LPS,-2.3840000000000003,0.29839906166072094,0.2109999999999985,-1.932500000000001,3.817160900128743,1.932500000000001
TBP,TT,10_22,28.902,0,3182,iMGL,LPS,0,0,0,0,1,0
TREM2,TT,10_22,24.612,-4.289999999999999,3182,iMGL,LPS,-2.7590000000000003,2.286783330357291,1.6169999999999973,-1.5309999999999988,2.889860795847049,1.5309999999999988
TYROBP,TT,10_22,21.552,-7.350000000000001,3182,iMGL,LPS,-6.31025,1.122532015133643,0.7937499999999992,-1.0397500000000015,2.0558713670827555,1.0397500000000015
ADAM10,CC,11_18,26.890500000000003,-2.4339999999999975,3182,iMGL,Basal,-2.4618333333333324,0.29473731242130513,0.17016666666666735,0.02783333333333493,0.980892314567061,-0.02783333333333491
ADAM17,CC,11_18,27.9,-1.424500000000002,3182,iMGL,Basal,-0.9007500000000013,0.38980026936881434,0.19490013468440717,-0.5237500000000008,1.4376873790217237,0.5237500000000008
CD33,CC,11_18,26.930999999999997,-2.393500000000003,3182,iMGL,Basal,-2.1472500000000014,0.4686218269208856,0.2343109134604428,-0.24625000000000163,1.1861200205403968,0.2462500000000015
CLEC7A,CC,11_18,25.1215,-4.202999999999999,3182,iMGL,Basal,-4.053625,0.1770439564063124,0.0885219782031562,-0.14937499999999915,1.1090888918286228,0.14937499999999912
GAPDH,CC,11_18,22.820500000000003,-6.503999999999998,3182,iMGL,Basal,-6.678999999999999,0.23721017403700725,0.11860508701850363,0.1750000000000016,0.8857675191023596,-0.17500000000000157
MS4A14,CC,11_18,32.254000000000005,2.9295000000000044,3182,iMGL,Basal,2.9372999999999996,0.47604078081609763,0.21289190919337442,-0.007799999999995144,1.0054211897642735,0.0077999999999952595
MS4A4A,CC,11_18,27.5045,-1.8200000000000005,3182,iMGL,Basal,-1.8485714285714294,0.5408711667741392,0.20443008551567335,0.028571428571428914,0.9803906099397732,-0.028571428571428956
MS4A6A,CC,11_18,24.834,-4.490500000000001,3182,iMGL,Basal,-4.712642857142857,0.3455432575773149,0.1306030752521015,0.2221428571428561,0.8572911425827507,-0.22214285714285606
MS4A7,CC,11_18,26.8255,-2.4990000000000023,3182,iMGL,Basal,-2.7360714285714294,0.36418509814967154,0.1376490286999543,0.23707142857142705,0.8484658926844391,-0.2370714285714271
TBP,CC,11_18,29.3245,0,3182,iMGL,Basal,0,0,0,0,1,0
TREM2,CC,11_18,24.884500000000003,-4.439999999999998,3182,iMGL,Basal,-4.227625000000001,0.9018186601713983,0.45090933008569917,-0.2123749999999971,1.158593920599637,0.21237499999999712
TYROBP,CC,11_18,21.999,-7.325499999999998,3182,iMGL,Basal,-7.080000000000001,0.44186932457458483,0.22093466228729242,-0.24549999999999716,1.1855035639789169,0.24549999999999708
